Model,Serial Number,Material,Vendor Material Number,Material Description, Unit,Qty,Task List Group Key,Maintenance Plan Description,Maintenance Item,Maintenance Item Description,Func Loc,T1,T2,Desc w/o ID & Task,Serial Prefix,Spx Xref Key,FuncLoc Key,PN Key,Final CC,Final MC,AMT Key
854K,RM600292,,,,,,270619,08B223 C/O Tilt Cylinder RH,51409886,08B223 C/O Tilt Cylinder RH,MYHD .CYLI.TILR,08B223,C/O,Tilt Cylinder RH,RM60,RM60Tilt Cylinder RH,RM60MYHD .CYLI.TILR,RM60Tilt Cylinder RH,5104 - TILT CYLINDER,RI - RIGHT,5104RI
980H,A8J04185,20651742,20R2514,ENGINE;RM;CAT;20R251,EA,1,112781,07H163 Engine,50335863,07H163 C/O Engine,ENGD,07H163,C/O,Engine,A8J0,A8J0Engine,A8J0ENGD,A8J020R2514Engine,1000 - ENGINE,00 - (NONE),100000
980H,KZL00800,20651742,20R2514,ENGINE;RM;CAT;20R251,EA,1,143765,07R195 Engine,50426882,07R195 C/O Engine,ENGD,07R195,C/O,Engine,KZL0,KZL0Engine,KZL0ENGD,KZL020R2514Engine,1000 - ENGINE,00 - (NONE),100000
992G,AZX00393,,,,,,187952,07H139 Engine,50847397,07H139 C/O Engine,ENGD,07H139,C/O,Engine,AZX0,AZX0Engine,AZX0ENGD,AZX0Engine,1000 - ENGINE,00 - (NONE),100000
992G,ADZ00540,20400004,3732557F,AXLE;ASSY;SX;CAT;373,EA,1,5007181,07H893 C/O Axle Assembly Front,51036471,07H893 C/O Axle Assembly Front,,07H893,C/O,Axle Assembly Front,ADZ0,ADZ0Axle Assembly Front,ADZ0NO MATCH,ADZ03732557FAxle Assembly Front,3013 - AXLE ARRANGEMENT,00 - (NONE),301300
992G,ADZ00540,20400005,3732558F,AXLE;ASSY;SX;CAT;373,EA,1,5007182,07H893 C/O Axle Assembly Rear,51036478,07H893 C/O Axle Assembly Rear,,07H893,C/O,Axle Assembly Rear,ADZ0,ADZ0Axle Assembly Rear,ADZ0NO MATCH,ADZ03732558FAxle Assembly Rear,3013 - AXLE ARRANGEMENT,00 - (NONE),301300
992G,AZX00393,20705337,1070703F,AXLE ASSY;CAT;107070,EA,1,224400,07H139 C/O Axle Assembly Front,51036469,07H139 C/O Axle Assembly Front,FDRV .AXAF,07H139,C/O,Axle Assembly Front,AZX0,AZX0Axle Assembly Front,AZX0FDRV .AXAF,AZX01070703FAxle Assembly Front,3013 - AXLE ARRANGEMENT,FR - FRONT,3013FR
992G,AZX00393,20705338,1070702F,AXLE ASSY;CAT;107070,EA,1,224401,07H139 C/O Axle Assembly Rear,51036476,07H139 C/O Axle Assembly Rear,FDRV .AXAR,07H139,C/O,Axle Assembly Rear,AZX0,AZX0Axle Assembly Rear,AZX0FDRV .AXAR,AZX01070702FAxle Assembly Rear,3013 - AXLE ARRANGEMENT,RE - REAR,3013RE
992G,AZX00393,,,,,,102799,07H139 C/O Transmission,50186482,07H139 C/O Transmission,TRAN .TRAN,07H139,C/O,Transmission,AZX0,AZX0Transmission,AZX0TRAN .TRAN,AZX0Transmission,3030 - TRANSMISSION,00 - (NONE),303000
992G,ADZ00540,20055345,1555294X,TORQUE CONVERTER ASS,EA,1,102800,07H893 C/O Torque Converter,50329838,07H893 C/O Torque Converter,,07H893,C/O,Torque Converter,ADZ0,ADZ0Torque Converter,ADZ0NO MATCH,ADZ01555294XTorque Converter,3101 - TORQUE CONVERTER,00 - (NONE),310100
992G,AZX00393,40913937,1681916,JOINT;SLIP;CAT;16819,AY,1,225169,07H139 C/O Drive Shaft & Unis Centre,51102932,07H139 C/O Driveshaft Centre,,07H139,C/O,Driveshaft Centre,AZX0,AZX0Driveshaft Centre,AZX0NO MATCH,AZX01681916Driveshaft Centre,3253 - DRIVESHAFT,00 - (NONE),325300
992G,AZX00393,,,,,,102803,07H139 C/O Steering Cylinder LH,50186433,07H139 C/O Steering Cylinder LH,STRG .CYLI.SC01,07H139,C/O,Steering Cylinder LH,AZX0,AZX0Steering Cylinder LH,AZX0STRG .CYLI.SC01,AZX0Steering Cylinder LH,4303 - STEERING CYLINDER,LT - LEFT,4303LT
992G,AZX00393,,,,,,102803,07H139 C/O Steering Cylinder RH,50186435,07H139 C/O Steering Cylinder RH,STRG .CYLI.SC02,07H139,C/O,Steering Cylinder RH,AZX0,AZX0Steering Cylinder RH,AZX0STRG .CYLI.SC02,AZX0Steering Cylinder RH,4303 - STEERING CYLINDER,RI - RIGHT,4303RI
992G,AZX00393,40722874,10R3808,PUMP;RM;CAT;10R-3808,EA,1,102802,07H139 C/O Steering Pump,50186490,07H139 C/O Steering Pump,,07H139,C/O,Steering Pump,AZX0,AZX0Steering Pump,AZX0NO MATCH,AZX010R3808Steering Pump,4306 - STEERING PUMP,00 - (NONE),430600
992G,AZX00393,40722873,10R3807,PUMP;RM;CAT;10R-3807,EA,1,102808,07H139 C/O Pump Variable Displacement,50186492,07H139 C/O Pump Variable Displacement,MYHD .PUMP.HP01,07H139,C/O,Pump Variable Displacement,AZX0,AZX0Pump Variable Displacement,AZX0MYHD .PUMP.HP01,AZX010R3807Pump Variable Displacement,5070 - PISTON PUMP,00 - (NONE),507000
992G,AZX00393,,,,,,102809,07H139 C/O Lift Cylinder RH,50186489,07H139 C/O Lift Cylinder RH,MYHD .CYLI.LIFR,07H139,C/O,Lift Cylinder RH,AZX0,AZX0Lift Cylinder RH,AZX0MYHD .CYLI.LIFR,AZX0Lift Cylinder RH,5102 - LIFT/HOIST CYLINDER,RI - RIGHT,5102RI
992G,AZX00393,,,,,,102810,07H139 C/O Lift Cylinder LH,50186488,07H139 C/O Lift Cylinder LH,MYHD .CYLI.LIFL,07H139,C/O,Lift Cylinder LH,AZX0,AZX0Lift Cylinder LH,AZX0MYHD .CYLI.LIFL,AZX0Lift Cylinder LH,5102 - LIFT/HOIST CYLINDER,LT - LEFT,5102LT
992G,AZX00393,,,,,,316892,07H139 C/O Tilt Cylinder,50186486,07H139 C/O Tilt Cylinder,MYHD .CYLI.TILT,07H139,C/O,Tilt Cylinder,AZX0,AZX0Tilt Cylinder,AZX0MYHD .CYLI.TILT,AZX0Tilt Cylinder,5104 - TILT CYLINDER,00 - (NONE),510400
992K,88000411,20565356,3331169X,ENGINE;SX;CAT;333116,EA,1,331032,07H313 Engine,50847530,07H313 C/O Engine,ENGD,07H313,C/O,Engine,8800,8800Engine,8800ENGD,88003331169XEngine,1000 - ENGINE,00 - (NONE),100000
992K,H4C00334,20342311,2464283X,ENGINE;SX;CAT;246-42,EA,1,5007161,07H117 Engine,50847584,07H117 C/O Engine,ENGD,07H117,C/O,Engine,H4C0,H4C0Engine,H4C0ENGD,H4C02464283XEngine,1000 - ENGINE,00 - (NONE),100000
992K,RM200151,20599346,20R4346,ENGINE;RM;CAT;20R434,EA,1,222120,07H363 Engine,50903063,07H363 C/O Engine,ENGD,07H363,C/O,Engine,RM20,RM20Engine,RM20ENGD,RM2020R4346Engine,1000 - ENGINE,00 - (NONE),100000
992K,RM500274,20599346,20R4346,ENGINE;RM;CAT;20R434,EA,1,270423,07B408 Engine,51410815,07B408 C/O Engine,ENGD,07B408,C/O,Engine,RM50,RM50Engine,RM50ENGD,RM5020R4346Engine,1000 - ENGINE,00 - (NONE),100000
992K,ZMX00267,20565356,3331169X,ENGINE;SX;CAT;333116,EA,1,331032,07H167 Engine,50847237,07H167 C/O Engine,ENGD,07H167,C/O,Engine,ZMX0,ZMX0Engine,ZMX0ENGD,ZMX03331169XEngine,1000 - ENGINE,00 - (NONE),100000
992K,ZMX00448,20599346,20R4346,ENGINE;RM;CAT;20R434,EA,1,331032,07R191 Engine,50838962,07R191 C/O Engine,ENGD,07R191,C/O,Engine,ZMX0,ZMX0Engine,ZMX0ENGD,ZMX020R4346Engine,1000 - ENGINE,00 - (NONE),100000
992K,88000411,20675493,20R3692,TURBOCHARGER;RM;CAT;,EA,1,149052,07H313 Engine,50847534,07H313 C/O Turbocharger LH,ENGD .TURB.TC01,07H313,C/O,Turbocharger LH,8800,8800Turbocharger LH,8800ENGD .TURB.TC01,880020R3692Turbocharger LH,1052 - TURBOCHARGER,LT - LEFT,1052LT
992K,88000411,20675494,20R3687,TURBOCHARGER;RM;CAT;,EA,1,149053,07H313 Engine,50847535,07H313 C/O Turbocharger RH,ENGD .TURB.TC02,07H313,C/O,Turbocharger RH,8800,8800Turbocharger RH,8800ENGD .TURB.TC02,880020R3687Turbocharger RH,1052 - TURBOCHARGER,RI - RIGHT,1052RI
992K,H4C00519,20089146,10R7295,TURBOCHARGER;RM;CAT;,EA,1,5007178,07H375 Engine,51081777,07H375 C/O Turbocharger LH,ENGD .TURB.TC01,07H375,C/O,Turbocharger LH,H4C0,H4C0Turbocharger LH,H4C0ENGD .TURB.TC01,H4C010R7295Turbocharger LH,1052 - TURBOCHARGER,LT - LEFT,1052LT
992K,H4C00519,20192866,10R8956,TURBOCHARGER;RM;CAT;,EA,1,5007179,07H375 Engine,51081778,07H375 C/O Turbocharger RH,ENGD .TURB.TC02,07H375,C/O,Turbocharger RH,H4C0,H4C0Turbocharger RH,H4C0ENGD .TURB.TC02,H4C010R8956Turbocharger RH,1052 - TURBOCHARGER,RI - RIGHT,1052RI
992K,RM200151,20675494,20R3687,TURBOCHARGER;RM;CAT;,EA,1,222124,07H363 Engine,50903067,07H363 C/O Turbocharger LH,ENGD .TURB.TC01,07H363,C/O,Turbocharger LH,RM20,RM20Turbocharger LH,RM20ENGD .TURB.TC01,RM2020R3687Turbocharger LH,1052 - TURBOCHARGER,LT - LEFT,1052LT
992K,RM200151,20675493,20R3692,TURBOCHARGER;RM;CAT;,EA,1,222125,07H363 Engine,50903068,07H363 C/O Turbocharger RH,ENGD .TURB.TC02,07H363,C/O,Turbocharger RH,RM20,RM20Turbocharger RH,RM20ENGD .TURB.TC02,RM2020R3692Turbocharger RH,1052 - TURBOCHARGER,RI - RIGHT,1052RI
992K,RM500274,20675494,20R3687,TURBOCHARGER;RM;CAT;,EA,1,270428,07B408 Engine,51410819,07B408 C/O Turbocharger LH,ENGD .TURB.TC01,07B408,C/O,Turbocharger LH,RM50,RM50Turbocharger LH,RM50ENGD .TURB.TC01,RM5020R3687Turbocharger LH,1052 - TURBOCHARGER,LT - LEFT,1052LT
992K,RM500274,20675493,20R3692,TURBOCHARGER;RM;CAT;,EA,1,270429,07B408 Engine,51410900,07B408 C/O Turbocharger RH,ENGD .TURB.TC02,07B408,C/O,Turbocharger RH,RM50,RM50Turbocharger RH,RM50ENGD .TURB.TC02,RM5020R3692Turbocharger RH,1052 - TURBOCHARGER,RI - RIGHT,1052RI
992K,ZMX00267,20675493,20R3692,TURBOCHARGER;RM;CAT;,EA,1,149052,07H167 Engine,50847481,07H167 C/O Turbocharger LH,ENGD .TURB.TC01,07H167,C/O,Turbocharger LH,ZMX0,ZMX0Turbocharger LH,ZMX0ENGD .TURB.TC01,ZMX020R3692Turbocharger LH,1052 - TURBOCHARGER,LT - LEFT,1052LT
992K,ZMX00267,20675494,20R3687,TURBOCHARGER;RM;CAT;,EA,1,149053,07H167 Engine,50847482,07H167 C/O Turbocharger RH,ENGD .TURB.TC02,07H167,C/O,Turbocharger RH,ZMX0,ZMX0Turbocharger RH,ZMX0ENGD .TURB.TC02,ZMX020R3687Turbocharger RH,1052 - TURBOCHARGER,RI - RIGHT,1052RI
992K,88000411,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,149010,07H313 Engine,50847532,07H313 C/O Fuel Injectors,ENGD .FUEL.INJE,07H313,C/O,Fuel Injectors,8800,8800Fuel Injectors,8800ENGD .FUEL.INJE,88006470750Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
992K,H4C00519,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,5007170,07H375 Engine,51081779,07H375 C/O Fuel Injectors,ENGD .FUEL.INJE,07H375,C/O,Fuel Injectors,H4C0,H4C0Fuel Injectors,H4C0ENGD .FUEL.INJE,H4C06470750Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
992K,RM200151,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,222122,07H363 Engine,50903065,07H363 C/O Fuel Injectors,ENGD .FUEL.INJE,07H363,C/O,Fuel Injectors,RM20,RM20Fuel Injectors,RM20ENGD .FUEL.INJE,RM206470750Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
992K,RM500274,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,270425,07B408 Engine,51410817,07B408 C/O Fuel Injectors,ENGD .FUEL.INJE,07B408,C/O,Fuel Injectors,RM50,RM50Fuel Injectors,RM50ENGD .FUEL.INJE,RM506470750Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
992K,ZMX00267,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,149010,07H167 Engine,50847239,07H167 C/O Fuel Injectors,ENGD .FUEL.INJE,07H167,C/O,Fuel Injectors,ZMX0,ZMX0Fuel Injectors,ZMX0ENGD .FUEL.INJE,ZMX06470750Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
992K,88000411,20555562,20R1859,"PUMP,WATER;RM;CAT;20",EA,1,149054,07H313 Engine,50847536,07H313 C/O Water Pump Main,ENGD .WAPU.WP01,07H313,C/O,Water Pump Main,8800,8800Water Pump Main,8800ENGD .WAPU.WP01,880020R1859Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
992K,H4C00519,20089845,10R6400,"PUMP,WATER;RM;CAT;10",EA,1,287538,07H375 Engine,51475361,07H375 C/O Water Pump Main,ENGD .WAPU.WP01,07H375,C/O,Water Pump Main,H4C0,H4C0Water Pump Main,H4C0ENGD .WAPU.WP01,H4C010R6400Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
992K,RM200151,20555562,20R1859,"PUMP,WATER;RM;CAT;20",EA,1,222128,07H363 Engine,50903069,07H363 C/O Water Pump Main,ENGD .WAPU.WP01,07H363,C/O,Water Pump Main,RM20,RM20Water Pump Main,RM20ENGD .WAPU.WP01,RM2020R1859Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
992K,RM500274,20555562,20R1859,"PUMP,WATER;RM;CAT;20",EA,1,270431,07B408 Engine,51410901,07B408 C/O Water Pump Main,ENGD .WAPU.WP01,07B408,C/O,Water Pump Main,RM50,RM50Water Pump Main,RM50ENGD .WAPU.WP01,RM5020R1859Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
992K,ZMX00267,20555562,20R1859,"PUMP,WATER;RM;CAT;20",EA,1,149054,07H167 Engine,50847483,07H167 C/O Water Pump Main,ENGD .WAPU.WP01,07H167,C/O,Water Pump Main,ZMX0,ZMX0Water Pump Main,ZMX0ENGD .WAPU.WP01,ZMX020R1859Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
992K,88000411,20200204,20R0098,"PUMP;RM,CAT;20R0098",EA,1,188386,07H313 C/O Engine Cooling Fan Pump,50701571,07H313 C/O Engine Cooling Fan Pump,MYHD .PUMP.HP03,07H313,C/O,Engine Cooling Fan Pump,8800,8800Engine Cooling Fan Pump,8800MYHD .PUMP.HP03,880020R0098Engine Cooling Fan Pump,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),138600
992K,H4C00334,20200204,20R0098,PUMP;RM;CAT;20R0098,EA,1,5007215,07H117 C/O Engine Cooling Fan Pump,50251776,07H117 C/O Engine Cooling Fan Pump,MYHD .PUMP.HP04,07H117,C/O,Engine Cooling Fan Pump,H4C0,H4C0Engine Cooling Fan Pump,H4C0MYHD .PUMP.HP04,H4C020R0098Engine Cooling Fan Pump,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),138600
992K,ZMX00448,20200204,20R0098,"PUMP;RM,CAT;20R0098",EA,1,149005,07R191 C/O Engine Cooling Fan Pump,50480091,07R191 C/O Engine Cooling Fan Pump,MYHD .PUMP.HP03,07R191,C/O,Engine Cooling Fan Pump,ZMX0,ZMX0Engine Cooling Fan Pump,ZMX0MYHD .PUMP.HP03,ZMX020R0098Engine Cooling Fan Pump,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),138600
992K,88000411,20400004,3732557F,AXLE;ASSY;SX;CAT;373,EA,1,188351,07H313 C/O Axle Assembly Front,50701543,07H313 C/O Axle Assembly Front,FDRV .AXAF,07H313,C/O,Axle Assembly Front,8800,8800Axle Assembly Front,8800FDRV .AXAF,88003732557FAxle Assembly Front,3013 - AXLE ARRANGEMENT,FR - FRONT,3013FR
992K,88000411,20400005,3732558F,AXLE;ASSY;SX;CAT;373,EA,1,188355,07H313 C/O Axle Assembly Rear,50701544,07H313 C/O Axle Assembly Rear,FDRV .AXAR,07H313,C/O,Axle Assembly Rear,8800,8800Axle Assembly Rear,8800FDRV .AXAR,88003732558FAxle Assembly Rear,3013 - AXLE ARRANGEMENT,RE - REAR,3013RE
992K,H4C00334,20400004,3732557F,AXLE;ASSY;SX;CAT;373,EA,1,5007181,07H117 C/O Axle Assembly Front,50523345,07H117 C/O Axle Assembly Front,FDRV .AXAF,07H117,C/O,Axle Assembly Front,H4C0,H4C0Axle Assembly Front,H4C0FDRV .AXAF,H4C03732557FAxle Assembly Front,3013 - AXLE ARRANGEMENT,FR - FRONT,3013FR
992K,H4C00334,20400005,3732558F,AXLE;ASSY;SX;CAT;373,EA,1,5007182,07H117 C/O Axle Assembly Rear,50523346,07H117 C/O Axle Assembly Rear,FDRV .AXAR,07H117,C/O,Axle Assembly Rear,H4C0,H4C0Axle Assembly Rear,H4C0FDRV .AXAR,H4C03732558FAxle Assembly Rear,3013 - AXLE ARRANGEMENT,RE - REAR,3013RE
992K,RM200151,20400005,3732558F,AXLE;ASSY;SX;CAT;373,EA,1,222072,07H363 C/O Axle Assembly Rear,50902986,07H363 C/O Axle Assembly Rear,FDRV .AXAR,07H363,C/O,Axle Assembly Rear,RM20,RM20Axle Assembly Rear,RM20FDRV .AXAR,RM203732558FAxle Assembly Rear,3013 - AXLE ARRANGEMENT,RE - REAR,3013RE
992K,RM200151,20400004,3732557F,AXLE;ASSY;SX;CAT;373,EA,1,222071,07H363 C/O Axle Assembly Front,50902985,07H363 C/O Axle Assembly Front,FDRV .AXAF,07H363,C/O,Axle Assembly Front,RM20,RM20Axle Assembly Front,RM20FDRV .AXAF,RM203732557FAxle Assembly Front,3013 - AXLE ARRANGEMENT,FR - FRONT,3013FR
992K,RM500274,20400004,3732557F,AXLE;ASSY;SX;CAT;373,EA,1,270343,07B408 C/O Axle Assembly Front,51410882,07B408 C/O Axle Assembly Front,FDRV .AXAF,07B408,C/O,Axle Assembly Front,RM50,RM50Axle Assembly Front,RM50FDRV .AXAF,RM503732557FAxle Assembly Front,3013 - AXLE ARRANGEMENT,FR - FRONT,3013FR
992K,RM500274,20400005,3732558F,AXLE;ASSY;SX;CAT;373,EA,1,270344,07B408 C/O Axle Assembly Rear,51410903,07B408 C/O Axle Assembly Rear,FDRV .AXAR,07B408,C/O,Axle Assembly Rear,RM50,RM50Axle Assembly Rear,RM50FDRV .AXAR,RM503732558FAxle Assembly Rear,3013 - AXLE ARRANGEMENT,RE - REAR,3013RE
992K,ZMX00441,20400004,3732557F,AXLE;ASSY;SX;CAT;373,EA,1,148994,07R199 C/O Axle Assembly Front,50563264,07R199 C/O Axle Assembly Front,FDRV .AXAF,07R199,C/O,Axle Assembly Front,ZMX0,ZMX0Axle Assembly Front,ZMX0FDRV .AXAF,ZMX03732557FAxle Assembly Front,3013 - AXLE ARRANGEMENT,FR - FRONT,3013FR
992K,ZMX00448,20400005,3732558F,AXLE;ASSY;SX;CAT;373,EA,1,148995,07R191 C/O Axle Assembly Rear,50523354,07R191 C/O Axle Assembly Rear,FDRV .AXAR,07R191,C/O,Axle Assembly Rear,ZMX0,ZMX0Axle Assembly Rear,ZMX0FDRV .AXAR,ZMX03732558FAxle Assembly Rear,3013 - AXLE ARRANGEMENT,RE - REAR,3013RE
